Cluster,CF
OFW-07,0.558703315177171
OFW-07,0.5591687477439732
OFW-07,0.5597720483283597
OFW-07,0.5600956933567319
OFW-07,0.5599597969179022
OFW-07,0.5597100608937011
OFW-07,0.5596648882128569
OFW-07,0.5598834373948458
OFW-07,0.5591149691369287
OFW-07,0.5591761362872435
OFW-07,0.5596676552435895
OFW-07,0.559922667310025
OFW-07,0.5594459194132121
OFW-07,0.559210158979888
OFW-07,0.5597635996503704
OFW-07,0.5586873281451964
OFW-07,0.5590156427498386
OFW-07,0.559354546605415
OFW-07,0.5591518552028506
OFW-07,0.5579951498983784
OFW-07,0.558389885311575
OFW-07,0.5588303080223451
OFW-07,0.5581802844266978
OFW-07,0.5624185334453766
OFW-07,0.5611645201195087
OFW-07,0.5604395411149617
OFW-07,0.5606146945806812
OFW-07,0.5611637004898264
OFW-07,0.5616273160124396
OFW-07,0.5626126035528608
OFW-07,0.5609837806741096
OFW-07,0.5612167939719279
OFW-07,0.5617367885927423
OFW-07,0.5621950459800813
OFW-07,0.5628683046692834
OFW-07,0.562602075223331
OFW-07,0.5626114902660448
OFW-07,0.5619003367112925
OFW-07,0.5619507099944305
OFW-07,0.5621671762790506
OFW-07,0.5628781155164826
OFW-07,0.5630709804617647
OFW-07,0.5633351982032345
OFW-07,0.5629539713363428
OFW-07,0.56261573781327
OFW-07,0.5626741908063718
OFW-07,0.5631131479687379
OFW-07,0.5631242328119191
OFW-07,0.563553498311523
OFW-07,0.5619256837002728
OFW-07,0.5616548210588221
OFW-07,0.5623336502742905
OFW-07,0.5632609753919017
OFW-07,0.5634205447627946
OFW-07,0.5632639414744937
OFW-07,0.5632295083511827
OFW-07,0.5617143122673971
OFW-07,0.561275309925109
OFW-07,0.561907871849555
OFW-07,0.5629666971294549
OFW-07,0.5632273152166003
OFW-07,0.5632175960749715
OFW-07,0.5631430356826801
OFW-07,0.5619120869625406
OFW-07,0.5618484136815737
OFW-07,0.5610416898249873
OFW-07,0.5616395514458044
OFW-07,0.5623555849115168
OFW-07,0.5624713335814051
OFW-07,0.5610837857405627
OFW-07,0.5610278451799682
OFW-07,0.5610284845953185
OFW-07,0.5614214598392064
OFW-07,0.5620082658902307
OFW-07,0.562449864076373
OFW-07,0.5600919771506321
OFW-07,0.5605836620802537
OFW-07,0.5605550788937276
OFW-07,0.5609114747142137
OFW-07,0.5614167805694714
OFW-07,0.561507548618257
OFW-07,0.5613339632065488
OFW-07,0.5615607224401624
OFW-07,0.5601954049370743
OFW-07,0.5606288074409391
OFW-07,0.5606037373307885
OFW-07,0.5609207710331235
OFW-07,0.5608081206444638
OFW-07,0.5605934101494655
OFW-07,0.5620770861409652
OFW-07,0.5627612048133751
OFW-07,0.563537971122036
OFW-07,0.562051565765769
OFW-07,0.5630907083703357
OFW-07,0.5631917348277891
OFW-07,0.5620857670382166
OFW-07,0.5627760831573865
OFW-07,0.563316699449128
OFW-07,0.563406477693646
OFW-07,0.562396314577199
OFW-07,0.5625953996567339
OFW-07,0.5632394651229704
OFW-07,0.5638081546336607
OFW-07,0.5631733039510178
OFW-07,0.5629761143542182
OFW-07,0.5627016798014836
OFW-07,0.5634230995208316
OFW-07,0.5637514048080114
OFW-07,0.5629206498480748
OFW-07,0.5626880284677008
OFW-07,0.5628554347974304
OFW-07,0.5639724773949024
OFW-07,0.5639275491317558
OFW-07,0.5618825813077858
OFW-07,0.5624510727020366
OFW-07,0.5632809670849871
OFW-07,0.5644696496841698
OFW-07,0.5646051933220075
OFW-07,0.5618905191047896
OFW-07,0.5620302239792314
OFW-07,0.5625086425216144
OFW-07,0.563053833743737
OFW-07,0.5641343599079699
OFW-07,0.5651358600500853
OFW-07,0.564781451001699
OFW-07,0.564001975303187
OFW-07,0.5620519636796041
OFW-07,0.5622848207171113
OFW-07,0.5628009718590786
OFW-07,0.5628899449131343
OFW-07,0.5633687277069643
OFW-07,0.5633847576441838
OFW-07,0.5640611957486728
OFW-07,0.5634740930523187
OFW-07,0.5617465649442012
OFW-07,0.5615868733561881
OFW-07,0.5626920999236534
OFW-07,0.5640313026060279
OFW-07,0.5646821343034842
OFW-07,0.564093840814732
OFW-07,0.5651790647651687
OFW-07,0.5658682152179642
OFW-07,0.5660906982914967
OFW-07,0.5662914380173484
OFW-07,0.5641840034461048
OFW-07,0.565296520903155
OFW-07,0.5658549267268119
OFW-07,0.564180586706723
OFW-07,0.5649312961387242
OFW-07,0.5643489512135015
OFW-07,0.5646956985926932
OFW-07,0.5643548845389178
OFW-07,0.5662224721872829
OFW-07,0.5665773390783244
OFW-07,0.5660299496837957
OFW-07,0.5663875675704567
OFW-07,0.565301652049047
OFW-07,0.5649087251438956
OFW-07,0.5648958469422753
OFW-07,0.5648281343361887
OFW-07,0.563852988285945
OFW-07,0.5647808196105994
OFW-07,0.5643513223316791
OFW-07,0.5652394624939305
OFW-07,0.5644116210378339
OFW-07,0.5653092826709806
OFW-07,0.5627676659244141
OFW-07,0.5641206112270263
OFW-07,0.5651645454597073
OFW-07,0.5674263513727553
OFW-07,0.5672109267598191
OFW-07,0.5677871410685913
OFW-07,0.5687829119801181
OFW-07,0.5698719855094616
OFW-07,0.5702158060645672
OFW-07,0.5706013281550756
OFW-07,0.5713605036097803
OFW-07,0.5720482275847495
OFW-07,0.5726034135412367
OFW-07,0.5670828879718607
OFW-07,0.5676309703640576
OFW-07,0.5682527356597681
OFW-07,0.5690380314887173
OFW-07,0.5696680942846394
OFW-07,0.5699049065043164
OFW-07,0.5705892311288858
OFW-07,0.5710998893351218
OFW-07,0.5717858706005525
OFW-07,0.5723800918830089
OFW-07,0.5663709888083422
OFW-07,0.567549036862554
OFW-07,0.568546210534103
OFW-07,0.5692430473328471
OFW-07,0.5700902266211411
OFW-07,0.5706034242487606
OFW-07,0.5705637358859486
OFW-07,0.5711601402832541
OFW-07,0.5718346207844204
OFW-07,0.566308821118463
OFW-07,0.567427570495798
OFW-07,0.5684062513793735
OFW-07,0.5694457406139111
OFW-07,0.5704360797452784
OFW-07,0.570872889234489
OFW-07,0.5712445633559806
OFW-07,0.5714627685957083
OFW-07,0.5717789584727272
OFW-07,0.5660702886340018
OFW-07,0.5669185136716389
OFW-07,0.5678093974551861
OFW-07,0.5688190069564478
OFW-07,0.569777112592812
