Cluster,CF
ONW-07,0.5274322777717276
ONW-07,0.5289825180583966
ONW-07,0.5519933352100487
ONW-07,0.5510337248632962
ONW-07,0.5326318340579693
ONW-07,0.5301896965891159
ONW-07,0.5363699184188564
ONW-07,0.5327836442359168
ONW-07,0.5307201461518184
ONW-07,0.5404460683234062
ONW-07,0.5310096103455479
ONW-07,0.5542239682564619
ONW-07,0.5395224399768441
ONW-07,0.5757548709786938
ONW-07,0.5488349070064934
ONW-07,0.576507298636052
ONW-07,0.5338016451103591
ONW-07,0.558001079359697
ONW-07,0.5294094056867095
ONW-07,0.5357148387439103
ONW-07,0.5578777947997099
ONW-07,0.5808526561524062
ONW-07,0.5502122982205556
ONW-07,0.5781605341108488
ONW-07,0.6149793645059922
ONW-07,0.5923524109710863
ONW-07,0.599007809217507
ONW-07,0.5380611376847552
ONW-07,0.6021076753952589
ONW-07,0.6007418452063685
ONW-07,0.5100580356792916
ONW-07,0.5305244027517889
ONW-07,0.5321416202616127
ONW-07,0.5312490207785874
ONW-07,0.548336929646775
ONW-07,0.5882959829277076
ONW-07,0.5396928813578429
ONW-07,0.5739225664139915
ONW-07,0.5370849037979732
ONW-07,0.5661569080924483
ONW-07,0.5353575801224073
ONW-07,0.5582140039450064
ONW-07,0.5912532179312036
ONW-07,0.5288671947258926
ONW-07,0.5521242917369782
ONW-07,0.5827454109219937
ONW-07,0.5269068145825501
ONW-07,0.541930073815271
ONW-07,0.5804281532581864
ONW-07,0.6343478013786765
ONW-07,0.530273003257701
ONW-07,0.539027955479362
ONW-07,0.5669027906599395
ONW-07,0.632721844797986
ONW-07,0.6268217957976614
ONW-07,0.5702616986835946
ONW-07,0.6112805692945971
ONW-07,0.6190991478240563
ONW-07,0.6121255466586373
ONW-07,0.6142388082341242
ONW-07,0.6203259722392253
ONW-07,0.6195395724883744
ONW-07,0.6076236224076338
ONW-07,0.6178303590969831
ONW-07,0.6201145452095229
ONW-07,0.6147105621690173
ONW-07,0.6205921151825915
ONW-07,0.6202683507118658
ONW-07,0.6160727053421071
ONW-07,0.6240040736677246
ONW-07,0.6225627843655582
ONW-07,0.6122307323263666
ONW-07,0.6236802086679771
ONW-07,0.6245091360653157
ONW-07,0.6161213976545212
ONW-07,0.6260220689793694
ONW-07,0.6241974475682229
ONW-07,0.6111499027863994
ONW-07,0.630037196445486
